Journal,Division
LANGUAGE LEARNING & TECHNOLOGY,2区
Language Learning and Development,2区
Language Policy,2区
LANGUAGE SCIENCES,2区
Language Teaching,2区
LATE IMPERIAL CHINA,2区
LATIN AMERICAN POLITICS AND SOCIETY,2区
LAW & SOCIETY REVIEW,2区
LAW AND HUMAN BEHAVIOR,2区
LAW AND PHILOSOPHY,2区
LEGAL AND CRIMINOLOGICAL PSYCHOLOGY,2区
Leiden Journal of International Law,2区
Lexikos,2区
LGBT Health,2区
Linguistic Approaches to Bilingualism,2区
Linguistics and Education,2区
Linguistics Vanguard,2区
LINGUISTICS,2区
Lipids in Health and Disease,2区
LITHOS,2区
LIVER INTERNATIONAL,2区
LIVER TRANSPLANTATION,2区
LONG RANGE PLANNING,2区
LUNG CANCER,2区
Lupus Science & Medicine,2区
mAbs,2区
Machine Learning-Science and Technology,2区
MAMMAL REVIEW,2区
Management Accounting Research,2区
MANAGEMENT SCIENCE,2区
MARINE AND PETROLEUM GEOLOGY,2区
Marine Drugs,2区
Marine Policy,2区
MARINE STRUCTURES,2区
Mass Communication and Society,2区
MASS SPECTROMETRY REVIEWS,2区
MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY,2区
MATERIALS & DESIGN,2区
MATERIALS CHARACTERIZATION,2区
Materials Horizons,2区
MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2区
Materials Today Advances,2区
Materials Today Chemistry,2区
Materials Today Energy,2区
Materials Today Nano,2区
Materials Today Physics,2区
Maternal and Child Nutrition,2区
MATHEMATICAL PROGRAMMING,2区
MATHEMATICS AND COMPUTERS IN SIMULATION,2区
MATHEMATISCHE ANNALEN,2区
MATURITAS,2区
MAYO CLINIC PROCEEDINGS,2区
MEASUREMENT,2区
Media and Communication,2区
MEDIA PSYCHOLOGY,2区
MEDICAL ANTHROPOLOGY QUARTERLY,2区
MEDICAL CARE,2区
MEDICINE & SCIENCE IN SPORTS & EXERCISE,2区
Medicine Health Care and Philosophy,2区
Mediterranean Historical Review,2区
Memory Studies,2区
Men and Masculinities,2区
Methods in Ecology and Evolution,2区
METROPOLITAN MUSEUM JOURNAL,2区
MICHIGAN LAW REVIEW,2区
Microbial Biotechnology,2区
Microbial Cell Factories,2区
Microbial Genomics,2区
Microbiology Spectrum,2区
MICROCHEMICAL JOURNAL,2区
MICROCHIMICA ACTA,2区
Microorganisms,2区
Migration Studies,2区
Mindfulness,2区
MINERALS ENGINEERING,2区
Minerva Urology and Nephrology,2区
MIS QUARTERLY,2区
MITTEILUNGEN DES KUNSTHISTORISCHEN INSTITUTES IN FLORENZ,2区
Mobilities,2区
MODERN ASIAN STUDIES,2区
MODERN DRAMA,2区
Modern Intellectual History,2区
MOLECULAR & CELLULAR PROTEOMICS,2区
MOLECULAR AND CELLULAR ENDOCRINOLOGY,2区
MOLECULAR ASPECTS OF MEDICINE,2区
MOLECULAR CANCER RESEARCH,2区
MOLECULAR CANCER THERAPEUTICS,2区
MOLECULAR DIVERSITY,2区
MOLECULAR GENETICS AND METABOLISM,2区
MOLECULAR MEDICINE,2区
Molecular Metabolism,2区
MOLECULAR NEUROBIOLOGY,2区
Molecular Oncology,2区
MOLECULAR PHARMACEUTICS,2区
MONIST,2区
mSphere,2区
mSystems,2区
Mucosal Immunology,2区
MULTIBODY SYSTEM DYNAMICS,2区
Multilingua-Journal of Cross-Cultural and Interlanguage Communication,2区
Multiple Sclerosis Journal,2区
MUSIC PERCEPTION,2区
Music Theory Online,2区
MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,2区
MycoKeys,2区
MYCOLOGIA,2区
Mycology-An International Journal On Fungal Biology,2区
MYCORRHIZA,2区
MYCOSES,2区
NAGOYA MATHEMATICAL JOURNAL,2区
Nano Convergence,2区
Nanophotonics,2区
Nanoscale Horizons,2区
Nations and Nationalism,2区
NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,2区
Natural Resources Research,2区
NDT & E INTERNATIONAL,2区
NeoBiota,2区
NEOPLASIA,2区
NEPHROLOGY DIALYSIS TRANSPLANTATION,2区
Netherlands Quarterly of Human Rights,2区
Neural Regeneration Research,2区
NEUROBIOLOGY OF DISEASE,2区
Neurobiology of Stress,2区
NEUROCOMPUTING,2区
Neurocritical Care,2区
NeuroImage-Clinical,2区
NEUROIMAGE,2区
NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY,2区
NEUROPHARMACOLOGY,2区
Neurophotonics,2区
NEUROREHABILITATION AND NEURAL REPAIR,2区
Neuroscience Bulletin,2区
NEUROSURGERY,2区
Neurosurgical Focus,2区
Neurotherapeutics,2区
NEW ASTRONOMY REVIEWS,2区
New Biotechnology,2区
NEW LITERARY HISTORY,2区
New Review of Film and Television Studies,2区
NEW TESTAMENT STUDIES,2区
NEW YORK UNIVERSITY LAW REVIEW,2区
NONLINEAR DYNAMICS,2区
NONLINEARITY,2区
NONPROFIT AND VOLUNTARY SECTOR QUARTERLY,2区
NORTHWESTERN UNIVERSITY LAW REVIEW,2区
NPG Asia Materials,2区
npj 2D Materials and Applications,2区
npj Breast Cancer,2区
npj Genomic Medicine,2区
npj Materials Degradation,2区
npj Systems Biology and Applications,2区
Nuclear Materials and Energy,2区
Nucleic Acid Therapeutics,2区
NUCLEIC ACIDS RESEARCH,2区
NUMEN-INTERNATIONAL REVIEW FOR THE HISTORY OF RELIGIONS,2区
NURSE EDUCATION TODAY,2区
NURSING OUTLOOK,2区
Nutrients,2区
Nutrition & Diabetes,2区
Nutrition & Metabolism,2区
Nutrition Journal,2区
NUTRITION RESEARCH REVIEWS,2区
NUTRITION REVIEWS,2区
Obesity Reviews,2区
Obesity,2区
OBSTETRICS AND GYNECOLOGY,2区
OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,2区
OCEAN & COASTAL MANAGEMENT,2区
Ocean Engineering,2区
OIKOS,2区
OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2区
Oncogenesis,2区
OncoImmunology,2区
ONCOLOGIST,2区
One Health,2区
OPTICS AND LASER TECHNOLOGY,2区
OPTICS AND LASERS IN ENGINEERING,2区
OPTICS EXPRESS,2区
OPTICS LETTERS,2区
ORAL ONCOLOGY,2区
ORE GEOLOGY REVIEWS,2区
ORGANIZATION SCIENCE,2区
ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,2区
Ornithological Applications,2区
Orphanet Journal of Rare Diseases,2区
OSTEOPOROSIS INTERNATIONAL,2区
OUD HOLLAND,2区
Oxford Journal of Archaeology,2区
Oxford Journal of Legal Studies,2区
PACIFIC PHILOSOPHICAL QUARTERLY,2区
PACIFIC REVIEW,2区
Pacific-Basin Finance Journal,2区
Pain and Therapy,2区
PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY,2区
PALAEONTOLOGY,2区
PALEOBIOLOGY,2区
Paleoceanography and Paleoclimatology,2区
Palestine Exploration Quarterly,2区
PALLIATIVE MEDICINE,2区
Pancreatology,2区
Papers in Palaeontology,2区
Parasites & Vectors,2区
PARTY POLITICS,2区
PEDIATRIC ALLERGY AND IMMUNOLOGY,2区
Pediatric Critical Care Medicine,2区
PEDIATRIC DIABETES,2区
PEDIATRICS,2区
PEDOSPHERE,2区
PERSONALITY AND INDIVIDUAL DIFFERENCES,2区
PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,2区
Personality Disorders-Theory Research and Treatment,2区
Perspectives in Ecology and Conservation,2区
PERSPECTIVES ON SEXUAL AND REPRODUCTIVE HEALTH,2区
Perspectives-Studies in Translation Theory and Practice,2区
PHARMACOLOGICAL RESEARCH,2区
PHILOSOPHY OF SCIENCE,2区
PHILOSOPHY,2区
Physical Education and Sport Pedagogy,2区
PHYSICAL REVIEW A,2区
Physical Review Applied,2区
PHYSICAL REVIEW B,2区
PHYSICAL REVIEW C,2区
PHYSICAL REVIEW D,2区
Physical Review Physics Education Research,2区
PHYSICS LETTERS B,2区
PHYSICS OF FLUIDS,2区
Physics of the Dark Universe,2区
PHYSIOLOGIA PLANTARUM,2区
PHYSIOLOGY,2区
PHYTOCHEMISTRY REVIEWS,2区
PHYTOCHEMISTRY,2区
Phytopathology Research,2区
PHYTOPATHOLOGY,2区
PHYTOTHERAPY RESEARCH,2区
Pituitary,2区
Planning Theory & Practice,2区
PLANT AND CELL PHYSIOLOGY,2区
PLANT AND SOIL,2区
PLANT CELL REPORTS,2区
PLANT DISEASE,2区
PLANT FOODS FOR HUMAN NUTRITION,2区
Plant Genome,2区
Plant Methods,2区
PLANT PHYSIOLOGY AND BIOCHEMISTRY,2区
PLANT SCIENCE,2区
Plants People Planet,2区
Plants-Basel,2区
PLASMA PHYSICS AND CONTROLLED FUSION,2区
PLASMA SOURCES SCIENCE & TECHNOLOGY,2区
PLASTIC AND RECONSTRUCTIVE SURGERY,2区
PLoS Computational Biology,2区
PLoS Genetics,2区
PLoS Neglected Tropical Diseases,2区
PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,2区
POETICS,2区
Police Quarterly,2区
POLICY AND POLITICS,2区
POLICY STUDIES JOURNAL,2区
Political Science Research and Methods,2区
POLITICAL STUDIES,2区
POLITICAL THEORY,2区
Politics & Gender,2区
Polymer Chemistry,2区
POLYMER COMPOSITES,2区
Polymer Reviews,2区
POLYMER TESTING,2区
POLYMER,2区
Population Health Metrics,2区
Population Space and Place,2区
POPULATION STUDIES-A JOURNAL OF DEMOGRAPHY,2区
Porcine Health Management,2区
POST-SOVIET AFFAIRS,2区
POWDER TECHNOLOGY,2区
PRECAMBRIAN RESEARCH,2区
PRECISION AGRICULTURE,2区
PRECISION ENGINEERING-JOURNAL OF THE INTERNATIONAL SOCIETIES FOR PRECISION ENGINEERING AND NANOTECHNOLOGY,2区
PRENATAL DIAGNOSIS,2区
PRESLIA,2区
PREVENTION SCIENCE,2区
Preventive Medicine,2区
PREVENTIVE VETERINARY MEDICINE,2区
Probiotics and Antimicrobial Proteins,2区
PROCEEDINGS OF THE COMBUSTION INSTITUTE,2区
PROCEEDINGS OF THE NUTRITION SOCIETY,2区
PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,2区
PROGRESS IN CARDIOVASCULAR DISEASES,2区
PROGRESS IN CRYSTAL GROWTH AND CHARACTERIZATION OF MATERIALS,2区
PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY,2区
PROGRESS IN NEUROBIOLOGY,2区
PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,2区
PROGRESS IN ORGANIC COATINGS,2区
Progress in Orthodontics,2区
PROGRESS IN PHOTOVOLTAICS,2区
PROGRESS IN SOLID STATE CHEMISTRY,2区
Project Management Journal,2区
Propulsion and Power Research,2区
PROSTATE CANCER AND PROSTATIC DISEASES,2区
PSICOTHEMA,2区
PSYCHIATRIC SERVICES,2区
PSYCHO-ONCOLOGY,2区
PSYCHOLOGICAL ASSESSMENT,2区
PSYCHOLOGICAL MEDICINE,2区
PSYCHOLOGY & MARKETING,2区
PSYCHOLOGY OF ADDICTIVE BEHAVIORS,2区
Psychology of Aesthetics Creativity and the Arts,2区
Psychology of Sexual Orientation and Gender Diversity,2区
PSYCHOLOGY OF SPORT AND EXERCISE,2区
PSYCHOLOGY OF WOMEN QUARTERLY,2区
PSYCHOMETRIKA,2区
PSYCHONEUROENDOCRINOLOGY,2区
PSYCHOPHYSIOLOGY,2区
PUBLIC ADMINISTRATION,2区
Public Management Review,2区
PUBLIC UNDERSTANDING OF SCIENCE,2区
PUBLICATIONS OF THE RESEARCH INSTITUTE FOR MATHEMATICAL SCIENCES,2区
PUBLIUS-THE JOURNAL OF FEDERALISM,2区
Pulmonology,2区
QUALITATIVE HEALTH RESEARCH,2区
Qualitative Research in Sport Exercise and Health,2区
Quality Technology and Quantitative Management,2区
Quantum Science and Technology,2区
QUARTERLY REVIEW OF BIOLOGY,2区
QUARTERLY REVIEWS OF BIOPHYSICS,2区
R & D MANAGEMENT,2区
Race and Social Problems,2区
Radiation Oncology,2区
REDOX REPORT,2区
REGIONAL ANESTHESIA AND PAIN MEDICINE,2区
Regional Environmental Change,2区
REGIONAL SCIENCE AND URBAN ECONOMICS,2区
RELIGION,2区
RELIGIOUS STUDIES,2区
Remote Sensing in Ecology and Conservation,2区
Remote Sensing,2区
Reproductive Biology and Endocrinology,2区
REPRODUCTIVE BIOMEDICINE ONLINE,2区
Reproductive Health,2区
Research in Developmental Disabilities,2区
Research in International Business and Finance,2区
Research in Social & Administrative Pharmacy,2区
Research in Transportation Business and Management,2区
Research on Child and Adolescent Psychopathology,2区
Research Synthesis Methods,2区
RESPIRATORY RESEARCH,2区
RESPIROLOGY,2区
Results in Physics,2区
RETHINKING HISTORY,2区
Review of Finance,2区
REVIEW OF GENERAL PSYCHOLOGY,2区
REVIEWS IN ENDOCRINE & METABOLIC DISORDERS,2区
REVIEWS IN MEDICAL VIROLOGY,2区
Revista de Historia Economica,2区
Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales Serie A-Matematicas,2区
REVISTA ESPANOLA DE CARDIOLOGIA,2区
REVISTA MATEMATICA IBEROAMERICANA,2区
Rhetoric Society Quarterly,2区
RHEUMATOLOGY,2区
RHINOLOGY,2区
Rice Science,2区
RIVISTA DEL NUOVO CIMENTO,2区
RMD Open,2区
ROBOTICS AND AUTONOMOUS SYSTEMS,2区
Romanticism,2区
RUSSIAN CHEMICAL REVIEWS,2区
SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS,2区
Scandinavian Journal of Trauma Resuscitation & Emergency Medicine,2区
SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH,2区
Schizophrenia Research,2区
Schizophrenia,2区
School Psychology,2区
Science and Medicine in Football,2区
SCIENTIA HORTICULTURAE,2区
Scientific Data,2区
SCIENTIFIC STUDIES OF READING,2区
SciPost Physics,2区
SCRIPTA MATERIALIA,2区
SECOND LANGUAGE RESEARCH,2区
SEDIMENTOLOGY,2区
Selecta Mathematica-New Series,2区
SEMINARS IN ARTHRITIS AND RHEUMATISM,2区
SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,2区
SEMINARS IN IMMUNOLOGY,2区
SEMINARS IN NUCLEAR MEDICINE,2区
SEPARATION AND PURIFICATION REVIEWS,2区
SERVICE INDUSTRIES JOURNAL,2区
SEX ROLES,2区
Sexual and Reproductive Health Matters,2区
Sexual Medicine Reviews,2区
Sexuality Research and Social Policy,2区
SHAKESPEARE QUARTERLY,2区
She Ji-The Journal of Design Economics and Innovation,2区
SIAM Journal on Applied Algebra and Geometry,2区
SIAM JOURNAL ON CONTROL AND OPTIMIZATION,2区
SIAM JOURNAL ON MATRIX ANALYSIS AND APPLICATIONS,2区
SIAM JOURNAL ON SCIENTIFIC COMPUTING,2区
SIGNAL PROCESSING,2区
SIGNS,2区
Skeletal Muscle,2区
Sleep Health,2区
SLEEP MEDICINE,2区
SLEEP,2区
Small Methods,2区
Small Structures,2区
Small,2区
SOCIAL & CULTURAL GEOGRAPHY,2区
Social and Personality Psychology Compass,2区
Social Cognitive and Affective Neuroscience,2区
Social Epistemology,2区
SOCIAL NETWORKS,2区
SOCIAL PROBLEMS,2区
SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY,2区
Social Psychological and Personality Science,2区
Social Psychology of Education,2区
SOCIAL PSYCHOLOGY QUARTERLY,2区
SOCIAL SCIENCE & MEDICINE,2区
SOCIAL SCIENCE RESEARCH,2区
Social Semiotics,2区
SOCIAL STUDIES OF SCIENCE,2区
Socio-Economic Review,2区
SOCIOLOGIA RURALIS,2区
SOCIOLOGICAL METHODS & RESEARCH,2区
SOCIOLOGICAL REVIEW,2区
Sociology Compass,2区
SOCIOLOGY OF HEALTH & ILLNESS,2区
Sociology of Race and Ethnicity,2区
Soft Robotics,2区
SOIL DYNAMICS AND EARTHQUAKE ENGINEERING,2区
Soil,2区
Soils and Foundations,2区
SOLAR ENERGY MATERIALS AND SOLAR CELLS,2区
Solar Energy,2区
Solid Earth,2区
SPACE SCIENCE REVIEWS,2区
SPACE WEATHER-THE INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS,2区
Spatial Statistics,2区
SPECTROCHIMICA ACTA PART A-MOLECULAR AND BIOMOLECULAR SPECTROSCOPY,2区
SPECTROCHIMICA ACTA PART B-ATOMIC SPECTROSCOPY,2区
SPINE,2区
SPORT EDUCATION AND SOCIETY,2区
Sports Medicine-Open,2区
SSM-Population Health,2区
STATISTICS AND COMPUTING,2区
Stem Cell Research & Therapy,2区
Stem Cells Translational Medicine,2区
Strategic Entrepreneurship Journal,2区
STRESS AND HEALTH,2区
Structural Change and Economic Dynamics,2区
Structural Control & Health Monitoring,2区
STRUCTURAL HEALTH MONITORING-AN INTERNATIONAL JOURNAL,2区
STRUCTURE,2区
Structures,2区
STUDIES IN APPLIED MATHEMATICS,2区
Studies in Educational Evaluation,2区
STUDIES IN HIGHER EDUCATION,2区
STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE,2区
STUDIES IN THE NOVEL,2区
STYLE,2区
SURFACE & COATINGS TECHNOLOGY,2区
Surgery for Obesity and Related Diseases,2区
SURGERY,2区
SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES,2区
SURVEY OF OPHTHALMOLOGY,2区
SURVEYS IN GEOPHYSICS,2区
Sustainability Science,2区
Sustainable Chemistry and Pharmacy,2区
Sustainable Energy Grids & Networks,2区
Sustainable Energy Technologies and Assessments,2区
Sustainable Materials and Technologies,2区
Swiss Journal of Palaeontology,2区
SYSTEMATIC AND APPLIED MICROBIOLOGY,2区
TAXON,2区
TDR-The Drama Review-The Journal of Performance Studies,2区
TELECOMMUNICATIONS POLICY,2区
TELEMATICS AND INFORMATICS,2区
Television & New Media,2区
TERRORISM AND POLITICAL VIOLENCE,2区
TEXAS LAW REVIEW,2区
THEATRE NOTEBOOK,2区
THEOLOGICAL STUDIES,2区
THEORETICAL AND APPLIED FRACTURE MECHANICS,2区
THEORETICAL CRIMINOLOGY,2区
THEORY AND PRACTICE OF LOGIC PROGRAMMING,2区
THEORY AND RESEARCH IN SOCIAL EDUCATION,2区
THEORY AND SOCIETY,2区
THEORY CULTURE & SOCIETY,2区
Therapeutic Advances in Medical Oncology,2区
Therapeutic Advances in Neurological Disorders,2区
THERIOGENOLOGY,2区
Thinking Skills and Creativity,2区
THIRD WORLD QUARTERLY,2区
THROMBOSIS AND HAEMOSTASIS,2区
Ticks and Tick-Borne Diseases,2区
TIME & SOCIETY,2区
Tissue Engineering Part B-Reviews,2区
TOBACCO CONTROL,2区
Topics in Cognitive Science,2区
Topics in Current Chemistry,2区
TOPOI-AN INTERNATIONAL REVIEW OF PHILOSOPHY,2区
Tourism Management Perspectives,2区
Tourism Review,2区
TRADITIO-STUDIES IN ANCIENT AND MEDIEVAL HISTORY THOUGHT AND RELIGION,2区
TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY,2区
Transboundary and Emerging Diseases,2区
TRANSFUSION MEDICINE REVIEWS,2区
Translation Studies,2区
Translational Research,2区
Translational Stroke Research,2区
Transplantation Reviews,2区
TRANSPLANTATION,2区
Transportation Geotechnics,2区
TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR,2区
TRANSPORTATION SCIENCE,2区
Transportmetrica B-Transport Dynamics,2区
TREE PHYSIOLOGY,2区
TRENDS IN CARDIOVASCULAR MEDICINE,2区
Trends in Environmental Analytical Chemistry,2区
Trends in Hearing,2区
TWMS Journal of Pure and Applied Mathematics,2区
ULTRASONICS,2区
United European Gastroenterology Journal,2区
Urban Climate,2区
URBAN FORESTRY & URBAN GREENING,2区
Utilitas,2区
VALUE IN HEALTH,2区
VEGETATION HISTORY AND ARCHAEOBOTANY,2区
VEHICLE SYSTEM DYNAMICS,2区
Vehicular Communications,2区
Vertebrate Zoology,2区
VETERINARY ANAESTHESIA AND ANALGESIA,2区
Veterinary and Comparative Oncology,2区
VETERINARY JOURNAL,2区
VETERINARY MICROBIOLOGY,2区
VETERINARY PATHOLOGY,2区
VETERINARY QUARTERLY,2区
VETERINARY SURGERY,2区
Visual Communication,2区
VLDB JOURNAL,2区
Waste Management,2区
Water Research X,2区
WEED SCIENCE,2区
Welt des Islams,2区
Wiley Interdisciplinary Reviews-Cognitive Science,2区
Wiley Interdisciplinary Reviews-Computational Molecular Science,2区
Wiley Interdisciplinary Reviews-Computational Statistics,2区
Wiley Interdisciplinary Reviews-Nanomedicine and Nanobiotechnology,2区
Wiley Interdisciplinary Reviews-RNA,2区
Women and Birth,2区
WOOD SCIENCE AND TECHNOLOGY,2区
Work Aging and Retirement,2区
World Allergy Organization Journal,2区
World Englishes,2区
World Journal of Pediatrics,2区
WORLD JOURNAL OF UROLOGY,2区
Worldviews on Evidence-Based Nursing,2区
Young,2区
ZOOLOGICA SCRIPTA,2区
ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,2区
Zoonoses and Public Health,2区
Zoosystematics and Evolution,2区
Accounting Auditing & Accountability Journal,2区
ACCOUNTING REVIEW,2区
Acta Histriae,2区
ACTA METALLURGICA SINICA,2区
ACTA OCEANOLOGICA SINICA,2区
ACTA PETROLOGICA SINICA,2区
Advances in Aerodynamics,2区
Advances in Differential Equations,2区
AERA Open,2区
AFRICA,2区
African Archaeological Review,2区
AGRICULTURAL ECONOMICS,2区
Agroecology and Sustainable Food Systems,2区
AJS Review-The Journal of the Association for Jewish Studies,2区
ALGAE,2区
Alpine Botany,2区
AMB Express,2区
Ambix,2区
AMERICAN BUSINESS LAW JOURNAL,2区
AMERICAN JOURNAL OF EDUCATION,2区
Animal Models and Experimental Medicine,2区
ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,2区
ANNALS OF THE NEW YORK ACADEMY OF SCIENCES,2区
Annual of the British School at Athens,2区
Annual Review of Financial Economics,2区
Anthropological Forum,2区
ARCHAEOLOGY IN OCEANIA,2区
ARCHAEOMETRY,2区
Archives of Civil and Mechanical Engineering,2区
Archives of Public Health,2区
ARETHUSA,2区
ARTHROPOD STRUCTURE & DEVELOPMENT,2区
Arthuriana,2区
Artibus et Historiae,2区
Artificial Cells Nanomedicine and Biotechnology,2区
Asia-Pacific Education Researcher,2区
Asia-Pacific Journal of Ophthalmology,2区
ASIAN THEATRE JOURNAL,2区
Assessment in Education-Principles Policy & Practice,2区
ASTROBIOLOGY,2区
ATOMIC DATA AND NUCLEAR DATA TABLES,2区
Augmentative and Alternative Communication,2区
AUSTRALIAN ARCHAEOLOGY,2区
AUSTRALIAN JOURNAL OF INTERNATIONAL AFFAIRS,2区
BEHAVIORAL ECOLOGY,2区
Best Practice & Research-Clinical Anaesthesiology,2区
BIOCHEMICAL SOCIETY TRANSACTIONS,2区
BioChip Journal,2区
BIOGEOCHEMISTRY,2区
BIOLOGICAL INVASIONS,2区
Biology-Basel,2区
Blockchain-Research and Applications,2区
BMC BIOTECHNOLOGY,2区
BMJ Evidence-Based Medicine,2区
BMJ Sexual & Reproductive Health,2区
BOTANICAL REVIEW,2区
Botanical Studies,2区
British Accounting Review,2区
BRITISH EDUCATIONAL RESEARCH JOURNAL,2区
BULLETIN OF THE AMERICAN MATHEMATICAL SOCIETY,2区
Cambridge Classical Journal,2区
CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,2区
Carbon Balance and Management,2区
Carbon Resources Conversion,2区
Cartography and Geographic Information Science,2区
ChemBioEng Reviews,2区
Child and Adolescent Psychiatry and Mental Health,2区
China Geology,2区
China Information,2区
CHINESE MEDICAL JOURNAL,2区
CINEASTE,2区
Climate Services,2区
CLINICAL JOURNAL OF PAIN,2区
CLINICS IN PERINATOLOGY,2区
Colorectal Disease,2区
Communication Culture & Critique,2区
Communications in Number Theory and Physics,2区
Comparative European Politics,2区
Comparative Literature-East & West,2区
COMPARATIVE LITERATURE,2区
Computational Visual Media,2区
Contemporary Politics,2区
CONTINENTAL PHILOSOPHY REVIEW,2区
CREATIVITY RESEARCH JOURNAL,2区
Crime Media Culture,2区
CRIMINAL JUSTICE AND BEHAVIOR,2区
Current Opinion in HIV and AIDS,2区
Data Intelligence,2区
DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,2区
Demonstratio Mathematica,2区
DENDROCHRONOLOGIA,2区
DEUTSCHE ENTOMOLOGISCHE ZEITSCHRIFT,2区
DEUTSCHE VIERTELJAHRSSCHRIFT FUR LITERATURWISSENSCHAFT UND GEISTESGESCHICHTE,2区
DIGESTIVE AND LIVER DISEASE,2区
Documenta Mathematica,2区
Dutch Crossing-Journal of Low Countries Studies,2区
